,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
149,Atsuto,−1623.36.00,1542.43.00,1346.27.00,−256.02.00,395.46.00,mustard silt,761.41.00,818.02.00,6534.48.00,−89521.14.00,TRUE,FALSE,−1104.58.00
150,Jorg,993.53.00,559.08.00,2483.02.00,−1003.13.00,1230.05.00,mustard silt,−872.53.00,1136.07.00,5613.44.00,−90448.18.00,FALSE,FALSE,−1250.19.00
151,Bob,672.14.00,−1067.06.00,1483.17.00,−1680.38.00,−681.57.00,the worst smelling anything ever,−647.17.00,652.28.00,6056.12.00,−90322.03.00,TRUE,FALSE,490.10.00
152,Bob,−1392.48.00,1142.56.00,2505.25.00,−411.35.00,1515.03.00,mustard silt,−1389.36.00,−313.34.00,5889.21.00,−90452.53.00,TRUE,FALSE,−645.16.00
153,Bob,1051.18.00,788.12.00,1235.36.00,−1564.28.00,68.22.00,mustard silt,340.04.00,730.59.00,5727.25.00,−89543.08.00,TRUE,FALSE,−1501.02.00
154,Atsuto,1240.40.00,314.36.00,1263.28.00,−315.38.00,692.07.00,surströmming,1256.14.00,410.16.00,6275.20.00,−90272.58.00,TRUE,FALSE,−1180.03.00
155,Jorg,751.50.00,−707.51.00,1002.04.00,−1375.12.00,−224.45.00,surströmming,830.49.00,269.46.00,6697.47.00,−90500.23.00,FALSE,FALSE,1730.43.00
156,Jorg,880.45.00,−845.25.00,2568.24.00,−1075.50.00,−194.16.00,old-fashioned silt,−420.46.00,−118.14.00,6866.44.00,−90175.58.00,FALSE,FALSE,1464.29.00
157,Jorg,1037.26.00,1114.08.00,2634.23.00,−1600.19.00,785.25.00,mustard silt,883.49.00,822.35.00,7033.15.00,−89295.29.00,TRUE,FALSE,−662.16.00
158,Atsuto,352.59.00,−63.42.00,2117.20.00,−1711.02.00,−140.09.00,curry silt,−1082.01.00,793.45.00,5477.53.00,−90025.31.00,TRUE,FALSE,1500.59.00
159,Jorg,363.19.00,1193.05.00,2297.54.00,−1010.07.00,959.07.00,mustard silt,−1561.46.00,−1314.06.00,6194.14.00,−90046.49.00,FALSE,FALSE,−1223.32.00
160,Jorg,845.34.00,689.47.00,2565.17.00,−1217.24.00,1517.32.00,mustard silt,932.03.00,1255.12.00,5832.49.00,−89191.59.00,TRUE,FALSE,−296.35.00
161,Atsuto,1660.40.00,−181.22.00,1570.50.00,−210.04.00,−732.08.00,surströmming,−1104.04.00,504.13.00,5731.06.00,−90689.22.00,TRUE,FALSE,1651.19.00
162,Atsuto,1209.33.00,−1417.45.00,1833.16.00,−276.32.00,−1453.24.00,surströmming,−1443.22.00,103.56.00,6213.31.00,−90752.58.00,TRUE,FALSE,879.56.00
163,Jorg,−1228.23.00,1182.01.00,2161.53.00,−317.25.00,1267.54.00,mustard silt,669.44.00,−671.53.00,5856.24.00,−89263.57.00,TRUE,FALSE,−924.03.00
164,Bob,1330.13.00,407.02.00,1450.12.00,−231.53.00,895.27.00,silt med schnapps,459.15.00,−990.28.00,5873.16.00,−90847.23.00,TRUE,FALSE,−1606.26.00
165,Atsuto,457.39.00,906.05.00,1231.48.00,−384.19.00,327.43.00,silt med onions,−632.49.00,673.30.00,6971.15.00,−90342.32.00,TRUE,FALSE,−371.12.00
166,Atsuto,1137.25.00,305.51.00,2293.08.00,−1432.26.00,672.52.00,mustard silt,1087.07.00,182.08.00,6612.15.00,−90187.46.00,TRUE,FALSE,−831.06.00
167,Jorg,413.25.00,1176.20.00,1027.46.00,−822.10.00,922.16.00,mustard silt,1296.45.00,388.04.00,5813.49.00,−90345.00.00,FALSE,FALSE,−186.20.00
168,Bob,−570.05.00,492.57.00,1584.50.00,−575.37.00,1417.37.00,mustard silt,929.38.00,859.56.00,6995.24.00,−90285.55.00,TRUE,FALSE,−1610.42.00
169,Jorg,171.38.00,1311.07.00,2499.16.00,−1052.25.00,1218.48.00,mustard silt,−1030.29.00,−39.44.00,5642.42.00,−89974.13.00,FALSE,FALSE,−713.05.00
170,Jorg,−1290.33.00,1572.54.00,1134.15.00,−1114.01.00,462.12.00,mustard silt,−473.40.00,−1115.13.00,5667.50.00,−89412.25.00,TRUE,FALSE,−382.02.00
171,Jorg,1447.21.00,−1419.41.00,2500.14.00,−1186.45.00,−1457.38.00,surströmming,−870.48.00,124.49.00,5767.18.00,−89675.38.00,FALSE,FALSE,1443.55.00
172,Atsuto,−689.06.00,761.23.00,2497.33.00,−1227.10.00,342.30.00,mustard silt,−208.48.00,911.27.00,5606.37.00,−89499.34.00,TRUE,FALSE,−442.54.00
173,Bob,1125.48.00,−1097.43.00,2621.44.00,−238.56.00,−749.19.00,surströmming,1099.03.00,266.57.00,6490.35.00,−89235.14.00,TRUE,FALSE,417.55.00
174,Jorg,229.08.00,−306.38.00,1661.36.00,−1556.51.00,−1007.44.00,surströmming,1129.38.00,438.21.00,6067.52.00,−89966.56.00,FALSE,FALSE,77.41.00
175,Atsuto,238.43.00,−74.19.00,1345.25.00,−347.20.00,−496.38.00,surströmming,−989.27.00,363.56.00,5497.58.00,−90508.15.00,TRUE,FALSE,399.09.00
176,Atsuto,474.56.00,866.54.00,1887.23.00,−164.28.00,241.31.00,mustard silt,−85.52.00,254.14.00,6369.18.00,−90054.09.00,TRUE,FALSE,−844.54.00
177,Bob,1461.58.00,72.17.00,1454.13.00,−1652.32.00,159.01.00,mustard silt,−566.19.00,553.05.00,6439.35.00,−89919.19.00,TRUE,FALSE,−847.08.00
178,Jorg,−53.16.00,274.52.00,1526.34.00,−1492.35.00,937.49.00,mustard silt,850.50.00,508.36.00,6654.13.00,−89369.24.00,TRUE,FALSE,−784.36.00
179,Jorg,65.14.00,−1569.17.00,1931.17.00,−171.56.00,−121.06.00,surströmming,−583.56.00,783.13.00,6519.22.00,−89674.03.00,TRUE,FALSE,345.37.00
180,Atsuto,26.24.00,1603.51.00,1446.08.00,−213.11.00,197.08.00,mustard silt,302.36.00,−1102.57.00,6866.53.00,−89255.25.00,TRUE,FALSE,−172.16.00
181,Atsuto,1276.08.00,537.36.00,1894.52.00,−1716.30.00,1182.42.00,old-fashioned silt,−300.25.00,508.12.00,5602.00.00,−89647.28.00,TRUE,FALSE,−756.36.00
182,Bob,1464.15.00,−1272.08.00,1966.52.00,−319.38.00,−1133.01.00,surströmming,−116.28.00,96.20.00,5668.20.00,−89977.39.00,TRUE,FALSE,356.59.00
183,Jorg,234.59.00,−215.21.00,1747.22.00,−1681.07.00,−806.54.00,surströmming,−173.59.00,1175.16.00,6843.25.00,−90206.59.00,TRUE,FALSE,413.18.00
184,Jorg,40.21.00,108.22.00,2424.47.00,−931.18.00,238.24.00,mustard silt,865.20.00,−329.39.00,6094.30.00,−89189.59.00,FALSE,FALSE,1014.21.00
185,Atsuto,1660.28.00,−1479.09.00,2500.58.00,−1497.39.00,−1588.27.00,surströmming,−174.04.00,−12.43.00,5581.49.00,−90753.57.00,TRUE,FALSE,440.04.00
186,Bob,192.49.00,−436.06.00,1534.27.00,−900.21.00,−959.25.00,mustard silt,554.14.00,−1618.41.00,5572.14.00,−90039.58.00,FALSE,FALSE,697.13.00
187,Atsuto,529.22.00,−635.43.00,1552.28.00,−1756.02.00,−1398.34.00,surströmming,513.22.00,−1064.14.00,6996.00.00,−90619.16.00,TRUE,FALSE,43.50.00
188,Bob,458.47.00,−405.42.00,1235.38.00,−1076.55.00,−892.31.00,mustard silt,−1053.50.00,−1093.38.00,5757.24.00,−89620.51.00,FALSE,FALSE,520.53.00
189,Jorg,−483.42.00,385.01.00,2333.24.00,−1017.47.00,1180.11.00,mustard silt,1149.46.00,306.19.00,6540.17.00,−90010.08.00,FALSE,FALSE,−249.03.00
190,Bob,290.01.00,−214.31.00,1527.45.00,−757.11.00,−471.55.00,mustard silt,1496.27.00,−1229.16.00,6049.56.00,−89403.08.00,FALSE,FALSE,556.45.00
191,Atsuto,1063.02.00,−697.33.00,2261.54.00,−1636.40.00,−202.05.00,surströmming,1076.22.00,−435.59.00,7114.38.00,−90241.13.00,TRUE,FALSE,431.13.00
192,Jorg,872.55.00,−825.17.00,2003.55.00,−1328.50.00,−149.57.00,surströmming,−1544.04.00,−1140.34.00,5898.50.00,−89727.01.00,FALSE,FALSE,790.11.00
193,Jorg,−497.20.00,370.58.00,1070.56.00,−788.14.00,1149.15.00,mustard silt,−1573.12.00,−1586.14.00,5977.20.00,−89456.38.00,FALSE,FALSE,−729.21.00
194,Bob,436.30.00,−434.42.00,1710.26.00,−1008.32.00,−1289.29.00,surströmming,332.36.00,193.38.00,6852.04.00,−90211.36.00,TRUE,FALSE,476.55.00
195,Jorg,1140.17.00,−945.27.00,2348.39.00,−178.15.00,−747.28.00,surströmming,1278.46.00,672.33.00,6352.04.00,−90608.30.00,TRUE,FALSE,1005.57.00
196,Bob,433.07.00,1583.25.00,1565.28.00,−107.06.00,152.11.00,mustard silt,606.00.00,−1370.55.00,5719.41.00,−90737.02.00,TRUE,FALSE,−1430.29.00
197,Bob,204.15.00,47.11.00,2420.51.00,−856.12.00,436.56.00,mustard silt,233.49.00,−526.40.00,7003.39.00,−89213.06.00,FALSE,FALSE,−786.29.00
198,Jorg,−778.52.00,510.12.00,1293.04.00,−1504.52.00,1455.34.00,mustard silt,145.13.00,1118.49.00,6932.09.00,−90083.20.00,TRUE,FALSE,−1369.41.00
199,Bob,110.27.00,21.10,1391.54.00,−211.26.00,46.33.00,mustard silt,−428.48.00,76.30.00,6241.53.00,−89198.52.00,TRUE,FALSE,1503.57.00
200,Atsuto,958.45.00,678.17.00,2345.20.00,−1452.51.00,1492.12.00,mustard silt,183.32.00,−181.26.00,5780.42.00,−89976.02.00,TRUE,FALSE,−1409.59.00
201,Jorg,232.59.00,837.23.00,2656.25.00,−895.49.00,176.34.00,mustard silt,133.54.00,1664.26.00,6728.10.00,−89753.44.00,FALSE,FALSE,−897.34.00
202,Atsuto,1103.03.00,−1052.21.00,2318.04.00,−1636.53.00,−649.31.00,who can eat this and enjoy life?,688.22.00,−1619.25.00,6856.14.00,−89976.48.00,TRUE,FALSE,794.54.00
203,Bob,350.18.00,−376.29.00,2592.51.00,−378.13.00,−828.17.00,silt med onions,−810.26.00,1215.46.00,6604.33.00,−89433.33.00,TRUE,FALSE,1605.09.00
204,Bob,1462.16.00,46.41.00,2604.17.00,−289.10.00,102.42.00,old-fashioned silt,−71.22.00,−1402.17.00,5931.17.00,−90362.11.00,TRUE,FALSE,−1089.39.00
205,Jorg,−64.07.00,78.58.00,1446.39.00,−1443.34.00,506.52.00,mustard silt,−913.05.00,79.32.00,5570.09.00,−89651.33.00,TRUE,FALSE,−534.12.00
206,Bob,822.22.00,−769.17.00,1713.04.00,−1070.14.00,−26.45.00,mustard silt,−1390.01.00,1576.28.00,5668.09.00,−90675.44.00,FALSE,FALSE,616.26.00
207,Bob,260.42.00,1532.43.00,2559.24.00,−1377.28.00,40.38.00,mustard silt,−1185.12.00,−710.24.00,5531.15.00,−90462.19.00,TRUE,FALSE,−1225.57.00
208,Atsuto,−936.53.00,1051.02.00,2563.09.00,−1191.09.00,979.44.00,mustard silt,872.41.00,−311.05.00,5946.43.00,−89361.06.00,TRUE,FALSE,−1139.45.00
209,Atsuto,603.21.00,−880.18.00,2033.47.00,−1721.26.00,−270.59.00,surströmming,400.04.00,−188.07.00,6067.25.00,−90171.29.00,TRUE,FALSE,652.12.00
210,Atsuto,58.06.00,286.14.00,1498.06.00,−147.52.00,629.42.00,silt med schnapps,429.46.00,167.08.00,6495.37.00,−90479.05.00,TRUE,FALSE,1438.27.00
211,Bob,991.45.00,−941.52.00,2258.47.00,−1450.03.00,−406.26.00,surströmming,887.29.00,−359.06.00,6275.16.00,−89781.10.00,TRUE,FALSE,196.33.00
212,Atsuto,1292.45.00,213.33.00,1831.49.00,−1616.45.00,469.48.00,mexicansk silt,170.59.00,842.25.00,5737.16.00,−90622.17.00,TRUE,FALSE,−1623.28.00
213,Atsuto,517.12.00,−245.37.00,1805.54.00,−113.23.00,−873.30.00,surströmming,991.18.00,−780.12.00,6682.28.00,−89566.14.00,TRUE,FALSE,1227.57.00
214,Atsuto,−902.46.00,468.38.00,1901.40.00,−1623.56.00,1364.07.00,mustard silt,−1317.00.00,−248.23.00,5804.34.00,−89547.39.00,TRUE,FALSE,−1429.50.00
215,Jorg,781.04.00,−531.04.00,1174.00.00,−730.28.00,−1501.29.00,silt med schnapps,1481.50.00,493.07.00,6026.46.00,−90689.55.00,FALSE,FALSE,1612.42.00
216,Atsuto,1542.35.00,−1519.04.00,2627.57.00,−1392.02.00,−10.36.00,surströmming,707.37.00,938.06.00,7095.25.00,−89827.11.00,FALSE,FALSE,1272.53.00
217,Bob,1147.54.00,−1086.11.00,1774.27.00,−1580.21.00,−1057.04.00,surströmming,−786.28.00,75.25.00,6381.28.00,−89684.56.00,TRUE,FALSE,266.55.00
218,Jorg,813.52.00,−498.01.00,2354.54.00,−1517.14.00,−1095.39.00,curry silt,−166.55.00,74.59.00,5878.55.00,−90030.02.00,TRUE,FALSE,1345.11.00
219,Bob,234.25.00,1535.27.00,2255.40.00,−1562.26.00,46.39.00,mustard silt,1153.33.00,1450.22.00,6610.24.00,−90661.58.00,TRUE,FALSE,−1026.24.00
220,Bob,198.15.00,−656.49.00,1023.40.00,−1301.42.00,−1445.00.00,old-fashioned silt,154.43.00,−597.28.00,6545.05.00,−90224.21.00,FALSE,FALSE,713.25.00
221,Atsuto,900.10.00,−1116.26.00,1841.55.00,−1700.39.00,−790.30.00,surströmming,−943.50.00,227.28.00,6818.56.00,−90415.24.00,TRUE,FALSE,406.04.00
222,Bob,1309.07.00,150.02.00,1619.37.00,−556.22.00,330.04.00,mustard silt,−505.43.00,1442.32.00,6735.26.00,−90199.50.00,FALSE,FALSE,−78.02.00
223,Bob,−412.38.00,358.24.00,1399.31.00,−145.42.00,1121.38.00,mustard silt,−310.12.00,601.56.00,5918.20.00,−89434.23.00,TRUE,FALSE,−1326.31.00
224,Jorg,1629.54.00,261.05.00,1102.23.00,−892.30.00,574.23.00,mustard silt,139.45.00,−494.54.00,6029.31.00,−90696.04.00,FALSE,FALSE,−954.36.00
225,Bob,947.07.00,−736.33.00,2516.20.00,−523.08.00,−287.53.00,surströmming,−581.38.00,−930.28.00,6673.48.00,−89737.06.00,TRUE,FALSE,1424.59.00
226,Atsuto,383.43.00,23.20,1960.11.00,−114.29.00,51.19.00,silt med onions,−798.06.00,−1268.23.00,6548.03.00,−89609.03.00,TRUE,FALSE,1293.41.00
227,Atsuto,762.26.00,−868.43.00,1292.00.00,−589.52.00,−245.30.00,surströmming,−1653.38.00,45.00.00,6447.16.00,−89635.53.00,TRUE,FALSE,1572.58.00
228,Atsuto,1229.24.00,606.39.00,2055.34.00,−1485.14.00,1334.37.00,mustard silt,−377.38.00,681.03.00,5820.51.00,−90164.08.00,TRUE,FALSE,−1347.45.00
229,Atsuto,1537.24.00,−1435.55.00,2286.24.00,−1516.38.00,−160.49.00,surströmming,−1311.42.00,1175.50.00,7022.01.00,−90521.58.00,FALSE,FALSE,842.20.00
230,Jorg,199.02.00,−122.55.00,2595.10.00,−1465.33.00,−936.42.00,surströmming,516.09.00,−393.39.00,7114.30.00,−90134.16.00,FALSE,FALSE,704.59.00
231,Jorg,970.13.00,536.31.00,2580.30.00,−1464.17.00,1180.21.00,mustard silt,250.28.00,1421.07.00,5720.39.00,−89941.33.00,TRUE,FALSE,−718.36.00
232,Bob,373.11.00,−1626.15.00,2651.50.00,−163.51.00,−246.25.00,surströmming,923.29.00,1239.21.00,5507.52.00,−90556.20.00,TRUE,FALSE,1113.08.00
233,Bob,845.33.00,−824.10.00,1001.18.00,−1245.56.00,−147.31.00,old-fashioned silt,596.32.00,196.46.00,7002.13.00,−90848.55.00,FALSE,FALSE,1419.35.00
234,Bob,343.18.00,1262.57.00,2238.57.00,−686.18.00,1112.50.00,mustard silt,1054.21.00,880.06.00,6342.22.00,−90478.52.00,TRUE,FALSE,−587.57.00
235,Atsuto,238.15.00,−509.32.00,2303.10.00,−1396.17.00,−1120.59.00,curry silt,294.55.00,93.20.00,6602.11.00,−89307.17.00,TRUE,FALSE,854.31.00
236,Bob,246.43.00,−267.17.00,2287.43.00,−1138.49.00,−588.02.00,mustard silt,−35.30.00,1284.48.00,5720.26.00,−89697.12.00,FALSE,FALSE,1270.25.00
237,Atsuto,225.29.00,−203.01.00,1703.48.00,−117.35.00,−446.38.00,surströmming,412.45.00,1071.42.00,7075.55.00,−90490.27.00,TRUE,FALSE,1582.26.00
238,Jorg,765.40.00,−730.45.00,2599.36.00,−1296.44.00,−1607.39.00,old-fashioned silt,−1329.16.00,−124.40.00,5672.51.00,−90113.53.00,FALSE,FALSE,722.40.00
239,Bob,−273.39.00,391.56.00,1770.57.00,−566.25.00,1195.22.00,mustard silt,−1309.18.00,−165.33.00,6389.05.00,−90408.40.00,TRUE,FALSE,−1687.32.00
240,Atsuto,1263.40.00,−1321.35.00,1726.46.00,−188.20.00,−1241.49.00,surströmming,213.48.00,655.56.00,6585.36.00,−89278.05.00,TRUE,FALSE,201.36.00
241,Jorg,787.46.00,769.23.00,1262.35.00,−1538.48.00,26.58.00,mustard silt,1014.45.00,136.24.00,5658.14.00,−90803.31.00,TRUE,FALSE,−1339.32.00
242,Jorg,658.51.00,−869.39.00,1816.48.00,−112.38.00,−247.33.00,surströmming,306.41.00,−1230.39.00,5850.52.00,−90213.13.00,TRUE,FALSE,1653.02.00
243,Jorg,953.21.00,−1195.41.00,1021.08.00,−1440.41.00,−964.51.00,silt med schnapps,−655.13.00,−84.11.00,6929.27.00,−90700.21.00,TRUE,FALSE,156.13.00
244,Bob,1493.02.00,−1261.15.00,2593.39.00,−867.45.00,−1109.05.00,mexicansk silt,1432.47.00,−13.22.00,5657.41.00,−89303.14.00,FALSE,FALSE,443.54.00
245,Jorg,1134.30.00,−1284.41.00,2655.38.00,−1146.14.00,−1160.39.00,silt med onions,−757.27.00,405.41.00,5697.07.00,−90146.53.00,FALSE,FALSE,870.27.00
246,Atsuto,−1536.04.00,426.49.00,1582.36.00,−401.48.00,1605.15.00,mustard silt,191.44.00,54.18.00,6502.17.00,−90439.14.00,TRUE,FALSE,−1607.08.00
247,Jorg,1477.43.00,−1216.06.00,1079.23.00,−1132.11.00,−10.22.00,surströmming,−932.13.00,174.48.00,6214.32.00,−89311.23.00,FALSE,FALSE,1419.00.00
248,Atsuto,−340.48.00,1634.54.00,1527.12.00,−497.03.00,265.27.00,mustard silt,−602.41.00,−119.32.00,6333.10.00,−90014.04.00,TRUE,FALSE,−169.24.00
249,Atsuto,−897.37.00,1162.49.00,2079.45.00,−1408.18.00,1225.41.00,mustard silt,−280.06.00,−1281.11.00,6009.49.00,−89401.24.00,TRUE,FALSE,−1084.02.00
250,Jorg,413.01.00,1068.52.00,1265.25.00,−1536.27.00,685.51.00,mustard silt,−316.08.00,1298.34.00,6872.13.00,−90340.36.00,True dat,FALSE,−87.24.00
251,Jorg,1054.36.00,−1170.38.00,1885.07.00,−1323.53.00,−909.43.00,surströmming,96.13.00,1335.33.00,6213.00.00,−89806.20.00,FALSE,FALSE,1487.14.00
252,Atsuto,346.54.00,1364.30.00,1022.19.00,−979.38.00,1336.14.00,mustard silt,−342.00.00,134.05.00,5593.32.00,−90220.04.00,FALSE,FALSE,−183.19.00
253,Atsuto,1465.45.00,−1653.10.00,2125.37.00,−1494.21.00,−305.38.00,surströmming,1212.53.00,−287.06.00,6301.44.00,−90448.15.00,TRUE,FALSE,510.52.00
254,Bob,1519.15.00,−1092.33.00,1244.58.00,−1076.34.00,−737.57.00,mustard silt,1108.30.00,−573.57.00,6658.58.00,−90711.16.00,FALSE,FALSE,247.00.00
255,Bob,109.25.00,−239.57.00,1178.22.00,−1021.44.00,−527.54.00,mustard silt,1571.12.00,−1308.53.00,5993.13.00,−89833.31.00,FALSE,FALSE,1345.41.00
256,Bob,932.10.00,185.03.00,2257.15.00,−1619.58.00,407.06.00,mustard silt,1252.28.00,−146.57.00,6869.53.00,−90751.17.00,TRUE,FALSE,−1117.25.00
257,Jorg,−578.40.00,223.55.00,2528.49.00,−1676.08.00,825.45.00,mustard silt,1373.04.00,551.34.00,6889.04.00,−89265.42.00,TRUE,FALSE,−1567.58.00
258,Bob,763.41.00,−473.54.00,1545.22.00,−734.06.00,−1042.34.00,surströmming,−487.24.00,1601.51.00,6923.20.00,−89652.31.00,TRUE,FALSE,96.49.00
259,Bob,573.19.00,−605.54.00,1345.16.00,−1759.28.00,−1666.07.00,surströmming,737.44.00,659.46.00,5487.35.00,−90458.14.00,TRUE,FALSE,472.33.00
260,Bob,985.13.00,−759.32.00,2356.07.00,−1013.42.00,−05.18.00,old-fashioned silt,−1206.03.00,687.02.00,5513.55.00,−90538.30.00,FALSE,FALSE,1584.17.00
261,Atsuto,661.23.00,715.10.00,1264.56.00,−415.38.00,1573.21.00,surströmming,−215.19.00,−1347.00.00,7121.22.00,−89209.42.00,TRUE,FALSE,−161.28.00
262,Jorg,−512.26.00,509.21.00,1113.54.00,−1425.18.00,121.10.00,mustard silt,−788.16.00,04.46,6835.28.00,−90698.18.00,TRUE,FALSE,−1462.43.00
263,Atsuto,562.02.00,−352.15.00,1173.51.00,−1161.17.00,−1108.04.00,surströmming,311.37.00,−122.34.00,7108.14.00,−89804.38.00,FALSE,FALSE,655.10.00
264,Jorg,291.16.00,−1073.02.00,2045.10.00,−1405.07.00,−695.01.00,surströmming,350.55.00,529.03.00,6101.58.00,−89715.06.00,FALSE,FALSE,44.44.00
265,Jorg,1185.26.00,−1178.20.00,1090.10.00,−1300.52.00,−926.41.00,curry silt,301.50.00,990.36.00,5948.28.00,−89185.00.00,FALSE,FALSE,135.33.00
266,Bob,758.53.00,1138.39.00,1540.26.00,−684.59.00,839.23.00,curry silt,135.12.00,20.49,7009.43.00,−89788.12.00,TRUE,FALSE,−146.17.00
267,Bob,−336.27.00,912.16.00,1151.08.00,−319.23.00,674.27.00,mustard silt,1207.02.00,−174.44.00,6139.53.00,−90718.40.00,TRUE,FALSE,−972.47.00
268,Atsuto,1055.43.00,−1155.33.00,1622.47.00,−221.27.00,−876.33.00,surströmming,−43.53.00,−1446.19.00,6392.02.00,−89950.43.00,TRUE,FALSE,1411.16.00
269,Bob,658.50.00,−845.43.00,1480.55.00,−404.31.00,−528.03.00,surströmming,−579.28.00,237.42.00,5980.05.00,−89696.22.00,TRUE,FALSE,1484.33.00
270,Atsuto,1526.57.00,−1661.21.00,1108.29.00,−996.43.00,−323.37.00,silt med onions,−425.56.00,1499.50.00,5705.45.00,−89704.21.00,FALSE,FALSE,564.03.00
271,Jorg,240.24.00,−139.42.00,2323.57.00,−1019.25.00,−307.20.00,mustard silt,194.18.00,785.03.00,7060.06.00,−89313.36.00,FALSE,FALSE,972.11.00
272,Bob,14.46,339.25.00,1853.02.00,−989.30.00,746.42.00,surströmming,−309.36.00,1164.28.00,5695.41.00,−90696.02.00,TRUE,FALSE,1114.42.00
273,Jorg,77.58.00,−1537.16.00,1106.05.00,−893.19.00,−50.39.00,curry silt,−137.57.00,−487.57.00,5911.04.00,−89636.19.00,FALSE,FALSE,1402.46.00
274,Atsuto,54.35.00,−1629.45.00,1700.45.00,−381.16.00,−254.06.00,surströmming,−235.39.00,1364.25.00,6125.24.00,−89953.33.00,TRUE,FALSE,1364.04.00
275,Bob,814.40.00,−837.19.00,1824.02.00,−1412.06.00,−509.34.00,surströmming,146.19.00,−600.52.00,7059.27.00,−90561.42.00,FALSE,FALSE,1119.25.00
276,Atsuto,1615.02.00,208.05.00,2386.22.00,−1212.51.00,457.46.00,mustard silt,766.32.00,−528.39.00,5983.51.00,−89442.23.00,FALSE,FALSE,−222.45.00
277,Jorg,165.01.00,284.52.00,1029.01.00,−996.49.00,626.42.00,mustard silt,928.59.00,−1570.26.00,5504.02.00,−89230.09.00,FALSE,FALSE,719.50.00
278,Atsuto,606.14.00,−423.58.00,2643.18.00,−1098.13.00,−932.43.00,mustard silt,95.14.00,1477.46.00,6411.18.00,−89768.18.00,FALSE,FALSE,1101.29.00
279,Bob,1135.30.00,−1374.16.00,1158.21.00,−1257.25.00,−1357.43.00,silt med onions,−583.59.00,1559.00.00,7081.22.00,−90627.07.00,FALSE,FALSE,1004.34.00
280,Jorg,388.10.00,1249.34.00,2142.44.00,−1165.23.00,1083.22.00,mustard silt,19.52,199.14.00,6150.09.00,−89454.25.00,FALSE,FALSE,−58.14.00
281,Bob,343.36.00,−250.47.00,1597.31.00,−1602.10.00,−1218.00.00,surströmming,−1364.53.00,649.37.00,7004.53.00,−89801.24.00,TRUE,FALSE,1604.58.00
282,Atsuto,−1029.09.00,990.13.00,1390.35.00,−330.30.00,845.57.00,mustard silt,−647.27.00,−952.20.00,5564.06.00,−89328.53.00,TRUE,FALSE,−1342.21.00
283,Bob,340.52.00,−268.35.00,2131.13.00,−675.18.00,−924.02.00,surströmming,12.19,−1604.50.00,6499.49.00,−89557.02.00,TRUE,FALSE,902.41.00
284,Atsuto,350.05.00,−384.22.00,2299.40.00,−1246.18.00,−1178.45.00,surströmming,792.32.00,−280.20.00,6639.21.00,−89552.02.00,FALSE,FALSE,1446.56.00
285,Atsuto,−224.36.00,636.16.00,1672.54.00,−129.34.00,67.15.00,mustard silt,−991.41.00,36.13.00,5931.37.00,−89546.32.00,TRUE,FALSE,−949.51.00
286,Bob,−809.44.00,903.54.00,1756.35.00,−511.41.00,989.11.00,mustard silt,604.24.00,470.16.00,7066.49.00,−89212.11.00,TRUE,FALSE,−182.46.00
287,Jorg,259.10.00,−418.09.00,2337.34.00,−1260.33.00,−919.57.00,old-fashioned silt,−581.01.00,1045.34.00,6755.14.00,−90772.38.00,FALSE,FALSE,251.40.00
288,Bob,557.34.00,−1584.54.00,1857.19.00,−1654.24.00,−155.28.00,surströmming,−548.48.00,1431.16.00,6252.02.00,−90726.56.00,TRUE,FALSE,1606.23.00
289,Jorg,07.42,−200.36.00,1233.50.00,−931.39.00,−774.27.00,silt med onions,573.32.00,1317.59.00,6145.28.00,−89814.26.00,FALSE,FALSE,1284.55.00
290,Bob,1034.27.00,−1154.37.00,1010.42.00,−1022.59.00,−874.28.00,mexicansk silt,−67.27.00,61.07.00,6298.32.00,−89570.54.00,FALSE,FALSE,874.54.00
291,Atsuto,509.48.00,−382.17.00,1234.17.00,−314.37.00,−841.01.00,surströmming,100.53.00,176.25.00,5786.52.00,−90292.04.00,TRUE,FALSE,572.01.00
292,Jorg,21.54,−180.27.00,2010.50.00,−1188.34.00,−730.07.00,surströmming,−893.26.00,−1240.38.00,6248.38.00,−90567.55.00,FALSE,FALSE,1550.47.00
293,Atsuto,1348.48.00,−1571.34.00,1737.35.00,−300.24.00,−126.07.00,surströmming,−145.45.00,1263.02.00,6825.22.00,−89368.27.00,TRUE,FALSE,1132.27.00
294,Bob,69.19.00,−256.54.00,2181.37.00,−1265.04.00,−565.12.00,old-fashioned silt,−303.26.00,18.52,5752.04.00,−90792.25.00,FALSE,FALSE,675.29.00
295,Jorg,1302.30.00,−1583.57.00,1856.52.00,−1752.05.00,−153.21.00,surströmming,635.24.00,937.56.00,6210.35.00,−90519.52.00,TRUE,FALSE,542.18.00
296,Atsuto,1280.53.00,534.57.00,1923.47.00,−1602.02.00,1176.54.00,mustard silt,−388.29.00,382.06.00,6535.48.00,−89962.26.00,TRUE,FALSE,−504.38.00
297,Atsuto,192.40.00,223.27.00,1030.52.00,−1121.41.00,491.35.00,mustard silt,−1584.17.00,−982.55.00,7035.27.00,−90501.11.00,FALSE,FALSE,437.26.00
298,Atsuto,1586.57.00,−173.41.00,2618.55.00,−1190.47.00,−382.06.00,mustard silt,−704.07.00,−02.04.00,5595.06.00,−89839.57.00,FALSE,FALSE,−1511.00.00
